;SUI_A001;SUI_A002;SUI_A003;SUI_A006;SUI_A007;SUI_A008;SUI_A011;SUI_A012;SUI_A013;SUI_A016;SUI_A017;SUI_A018;SUI_A021;SUI_A022;SUI_A023;SUI_A026;SUI_A027;SUI_A028;SUI_A031;SUI_A032;SUI_A033;SUI_A036;SUI_A037;SUI_A038;SUI_A041;SUI_A042;SUI_A043;SUI_A046;SUI_A047;SUI_A048;SUI_A051;SUI_A052;SUI_A053;SUI_A056;SUI_A057;SUI_A058;SUI_A061;SUI_A062;SUI_A063;SUI_A066;SUI_A067;SUI_A068;SUI_A071;SUI_A072;SUI_A073;SUI_A076;SUI_A077;SUI_A078;SUI_A081;SUI_A082;SUI_A083;SUI_A086;SUI_A087;SUI_A088;SUI_A091;SUI_A092;SUI_A093;SUI_A096;SUI_A097;SUI_A098;SUI_A106;SUI_A107;SUI_A108;SUI_A111;SUI_A112;SUI_A113;SUI_A116;SUI_A117;SUI_A118;SUI_A121;SUI_A122;SUI_A123;SUI_A131;SUI_A132;SUI_A133;SUI_A146;SUI_A147;SUI_A148;SUI_EB1;SUI_EB2;SUI_NC
ASV_723;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;1;1;3;0;0;0;1;1;0;0;6;10;14;0;0;0;2;0;0;0;1;0;6;3;4;1;3;1;1;1;0;0;1;1;13;7;21;16;7;9;0;0;0;1;4;1;3;2;2;1;2;0;0;0;0
ASV_724;0;2;0;0;0;0;0;0;0;0;0;18;0;0;0;4;0;3;0;0;0;0;0;0;0;0;1;0;0;0;5;2;0;0;0;0;0;0;0;0;0;0;0;1;0;1;3;1;1;0;0;0;0;0;0;0;0;0;1;0;0;3;13;1;0;0;1;0;5;14;12;11;2;9;3;3;14;22;0;0;0
ASV_725;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0;0;0;1;0;1;0;0;0;0;1;0;0;0;1;0;4;2;4;1;1;0;0;0;0;0;0;1;3;5;1;29;17;38;0;0;1;0;1;0;21;7;3;0;4;1;0;0;0
ASV_726;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;2;1;3;0;6;4;5;0;0;1;0;0;0;0;2;0;4;7;8;2;7;2;0;0;0;2;1;2;14;13;12;1;4;2;11;13;20;0;0;0
ASV_727;0;0;1;0;0;0;0;1;0;1;0;1;0;0;0;1;10;3;0;0;0;1;0;0;0;0;0;1;0;9;0;0;1;0;1;1;1;2;0;1;3;5;4;2;1;8;14;10;3;1;0;0;0;0;1;5;5;2;1;7;0;4;0;0;2;1;4;2;2;10;4;7;2;1;0;2;0;6;0;0;0
ASV_728;0;1;1;0;0;0;0;0;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;1;1;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;2;2;0;2;0;0;0;0;0;0;34;35;28;7;3;3;3;12;5;0;0;0
ASV_729;0;0;0;0;0;0;0;0;1;0;0;0;3;0;0;1;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;3;3;0;0;0;1;1;1;1;2;3;0;0;0;9;18;50;5;0;0;27;12;5;2;0;0;0;0;0
ASV_730;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;1;0;0;1;0;0;2;7;7;5;0;1;0;0;0;0;0;0;0;0;0;5;2;4;17;10;28;0;0;0;10;17;9;1;4;0;2;7;8;0;0;0
ASV_731;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;2;0;49;30;67;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
ASV_732;0;3;1;0;1;1;0;0;0;0;0;1;0;0;0;0;0;23;3;0;2;0;0;0;0;0;0;4;0;0;0;0;0;0;0;1;0;1;1;51;0;3;0;7;0;0;1;0;0;1;1;0;0;0;0;0;1;3;1;0;2;4;1;5;0;3;15;8;0;0;0;0;1;2;1;0;1;0;0;0;0
ASV_733;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;1;2;19;1;0;1;0;2;0;0;3;0;0;0;0;2;0;0;2;1;2;2;2;3;0;1;1;1;0;0;18;6;10;0;1;0;8;13;7;0;2;0;2;0;3;14;5;6;0;0;0;0;2;0;1;4;1;0;0;1;0;0;0
ASV_734;0;0;0;2;2;0;0;2;0;2;7;9;0;0;0;1;1;0;9;6;7;1;0;6;2;0;21;0;0;4;0;0;0;0;0;31;0;0;0;1;1;1;1;0;0;0;0;0;11;1;3;0;0;0;3;1;10;0;0;0;0;1;0;2;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
ASV_735;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;1;0;0;0;0;0;0;1;0;0;0;0;1;30;26;29;0;0;0;0;1;0;0;0;0;2;2;11;6;10;15;0;1;0;0;0;0;0;0;0;0;1;0;0;0;5;1;0;3;0;0;0
ASV_736;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;46;97;0;0;0;0;1;0;0;0;1;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
ASV_737;0;1;20;0;1;4;1;3;1;0;0;1;13;0;0;3;6;1;5;1;2;0;0;1;0;4;0;2;1;0;4;0;27;1;0;3;1;0;0;4;5;5;2;1;0;0;0;2;1;0;2;0;1;3;0;2;0;0;0;0;0;0;2;6;4;2;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0
ASV_738;0;2;13;0;0;0;0;0;0;0;0;0;1;0;0;5;0;0;0;0;0;0;2;0;0;2;0;0;1;0;2;0;2;1;0;0;1;0;1;65;0;3;0;0;1;0;0;0;5;1;5;1;4;2;3;0;6;2;1;2;0;7;0;0;0;0;1;2;0;0;1;0;3;2;0;0;1;0;0;0;0
ASV_739;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;1;1;1;3;0;6;1;0;2;0;0;0;0;0;0;0;2;2;0;2;4;4;0;0;0;0;0;1;3;3;2;0;2;0;2;15;18;2;0;0;4;3;9;9;8;4;0;0;0;3;12;10;1;0;3;1;3;1;0;0;0
ASV_740;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;1;4;3;0;0;0;5;3;1;0;1;0;1;2;2;4;0;2;2;1;2;1;7;3;0;0;11;1;2;0;3;2;6;3;2;4;0;4;3;3;7;0;2;8;8;3;2;14;0;0;1;1;0;0;1;5;0;0;0;0;2;1;4;0;0;0
ASV_741;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;2;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;121;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;2;0;1;1;4;3;3;2;1;0;0;0
ASV_742;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;4;2;2;1;1;1;2;2;1;0;0;0;1;1;0;0;0;0;6;25;8;0;0;0;0;0;0;3;5;5;23;11;11;5;12;11;0;0;0
ASV_743;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;2;2;0;1;0;0;1;0;1;1;3;0;0;0;2;2;2;5;1;5;1;8;0;1;2;3;1;0;1;1;0;0;3;2;5;1;3;2;1;8;2;9;20;27;0;2;1;4;2;2;1;1;3;0;1;1;0;0;0
ASV_744;0;4;5;0;0;0;0;1;0;0;1;4;3;0;1;1;0;0;0;0;4;3;6;2;1;0;1;1;0;2;6;2;3;0;0;5;2;3;0;0;6;2;5;3;2;0;0;0;8;3;12;0;4;3;4;8;3;1;1;3;0;1;5;1;1;0;0;0;0;1;3;1;0;0;0;2;4;2;0;0;0
ASV_745;0;0;0;1;0;2;4;0;0;1;0;6;3;2;17;0;0;0;1;1;0;3;1;0;1;1;0;2;0;2;0;0;1;0;0;2;0;0;0;0;0;7;4;1;1;0;0;0;1;0;0;9;17;5;0;2;0;1;0;0;4;4;0;15;7;5;0;0;0;4;1;0;1;2;3;3;2;0;0;0;0
ASV_746;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;1;19;4;0;0;2;0;2;0;0;0;0;6;2;0;10;1;1;0;1;1;0;0;0;0;0;16;4;6;0;0;3;2;0;2;1;1;1;0;0;4;1;7;11;14;0;2;0;2;0;1;1;3;0;3;2;2;0;1;1;2;0;3;0;0;0
ASV_747;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;1;0;11;0;0;0;0;0;0;0;1;0;0;0;0;0;6;0;1;1;10;8;11;0;0;3;2;0;0;0;15;0;0;3;0;0;3;14;1;8;5;0;2;1;3;4;9;0;1;2;3;3;10;0;0;0
ASV_748;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3;3;1;1;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;20;2;0;0;5;8;7;2;0;2;0;0;0;1;6;0;5;7;5;3;4;1;0;1;0;3;3;2;11;12;3;5;2;1;1;8;4;0;0;0
ASV_749;1;3;0;1;0;0;0;0;1;0;1;0;0;0;1;0;3;3;0;0;0;2;4;4;0;2;1;4;14;5;0;0;2;1;2;2;1;2;0;1;1;4;2;2;1;3;4;1;1;1;1;0;0;2;1;11;3;0;0;3;0;1;0;24;12;0;1;0;1;0;4;0;0;0;0;1;0;2;0;0;0
ASV_750;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;2;3;0;1;0;1;2;0;0;0;0;1;0;0;0;0;0;0;0;0;4;2;1;6;9;10;0;2;0;0;0;0;4;2;5;1;0;1;8;4;7;1;0;0;0;1;4;15;7;6;0;1;0;1;16;4;0;0;1;3;5;3;0;0;0
ASV_751;3;29;3;0;0;0;0;0;0;1;0;0;7;2;0;3;5;0;1;1;1;0;0;0;1;0;0;1;1;0;3;1;0;0;0;0;0;0;0;0;0;1;1;0;0;6;13;23;1;1;0;0;0;0;0;6;3;0;4;7;1;2;1;0;1;0;0;0;0;2;0;1;2;3;1;2;1;2;0;0;0
ASV_752;0;0;1;0;0;0;0;0;0;0;1;0;5;0;0;0;2;1;1;1;0;0;0;0;0;0;1;0;2;0;0;0;30;0;0;4;0;0;0;0;0;2;2;1;1;8;20;5;1;0;0;0;0;0;1;1;5;1;3;3;3;0;1;0;0;0;1;1;0;0;1;2;2;5;3;8;4;14;0;0;0
ASV_753;2;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;2;0;1;0;1;0;0;0;1;3;6;0;3;2;0;0;1;0;2;0;2;6;2;2;1;0;3;1;1;0;1;0;0;0;12;6;0;0;2;1;6;8;12;0;0;0;0;0;0;1;12;2;1;3;5;9;9;8;0;0;0
ASV_754;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;2;2;0;0;0;3;1;3;0;0;1;1;1;0;1;5;2;4;14;18;12;13;16;0;1;1;3;6;0;4;6;5;3;9;4;0;0;0
ASV_755;3;4;6;0;0;0;0;0;0;0;1;0;0;0;0;5;11;8;1;0;3;0;2;1;1;1;2;2;6;3;7;2;3;1;0;0;0;0;1;1;4;2;11;0;1;1;4;5;0;0;0;0;0;0;5;12;5;3;4;0;0;0;1;1;1;0;0;1;0;2;0;2;1;0;1;1;2;2;0;0;0
ASV_756;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;7;0;0;1;2;0;1;0;0;0;1;0;0;1;3;1;0;0;0;3;2;0;3;0;2;1;0;0;1;5;5;1;1;0;0;2;1;2;9;8;1;3;1;3;3;2;4;3;3;0;1;1;3;8;3;2;1;3;6;4;24;0;0;0
ASV_757;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;3;0;0;0;0;1;0;1;0;1;1;2;0;2;0;6;0;0;0;0;2;1;6;1;3;5;2;3;1;7;1;6;3;2;0;1;0;9;2;15;7;3;2;1;2;2;1;3;6;1;0;0;6;4;1;4;4;2;3;0;2;0;0;0
ASV_758;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;2;0;4;0;0;0;0;0;1;1;2;6;0;0;1;1;0;1;0;1;2;3;1;1;2;0;3;3;7;6;12;26;41;0;1;1;1;1;0;6;1;1;3;0;0;0;0;0
ASV_759;0;0;0;0;0;0;0;0;0;0;0;0;0;57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;81;1;0;0;1;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV_760;0;0;1;0;0;0;0;0;0;0;0;2;1;1;2;0;3;1;5;1;0;5;0;1;1;0;0;5;1;5;5;1;5;0;0;3;4;0;8;0;2;5;4;8;4;0;0;0;8;1;3;0;1;1;0;1;0;7;4;3;1;0;2;1;7;12;0;0;0;0;7;2;0;0;0;0;0;0;0;0;0
ASV_761;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;3;3;1;32;1;29;0;0;0;0;1;0;0;0;1;8;0;0;9;9;26;4;0;2;0;0;0;0;1;2;0;1;1;1;1;0;0;0;0;0;0;0;1;3;1;1;0;0;0;0;0;0;0;0
ASV_762;1;0;6;0;0;1;0;0;0;0;0;1;0;0;0;5;2;0;1;0;1;1;0;0;0;0;0;3;3;5;3;1;6;0;0;1;3;0;2;0;4;3;3;0;2;1;0;0;1;2;1;1;0;1;1;1;1;2;0;0;2;1;10;41;10;7;0;0;0;1;0;1;0;1;0;0;1;0;0;0;0
ASV_763;1;0;0;1;0;0;0;0;0;0;0;1;0;0;1;2;2;0;0;1;1;2;3;5;2;0;1;2;11;1;6;5;3;2;0;0;3;1;0;1;5;3;5;0;2;2;0;1;4;3;3;0;0;0;14;15;10;2;1;2;1;0;0;2;2;2;0;0;0;1;4;0;1;0;0;1;0;0;0;0;0
ASV_764;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;3;0;0;0;4;0;0;6;0;0;0;0;0;0;0;1;1;6;0;0;1;1;0;1;1;1;1;5;1;0;3;1;1;5;2;0;3;0;3;1;0;0;1;1;0;1;0;0;15;32;37;0;0;1;0;0;0;1;0;0;0;0;0
ASV_765;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;1;5;2;0;0;1;2;1;2;0;0;0;0;1;0;1;0;1;1;0;0;0;3;0;1;0;4;1;1;1;5;4;6;3;0;0;1;0;0;14;5;0;2;3;1;2;12;21;0;0;2;0;1;1;4;8;4;2;4;0;1;4;1;0;0;0
ASV_766;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;2;0;0;0;4;6;2;1;0;0;0;0;0;2;0;0;0;0;0;2;5;1;0;1;54;3;0;1;2;1;4;1;1;2;0;2;1;8;5;0;3;5;1;3;2;2;2;0;4;1;0;1;1;2;0;1;0;1;0;0;0;0;0;0
ASV_767;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;7;0;1;1;0;0;0;0;0;1;2;0;0;0;2;2;3;1;0;0;1;0;0;1;3;6;6;1;0;0;0;0;1;0;4;0;0;0;13;29;7;7;1;0;0;0;2;17;1;3;0;0;0;0;9;0;0;0;0;3;1;3;0;0;0
ASV_768;0;2;1;0;0;0;0;0;0;0;0;1;0;1;2;0;0;0;0;0;0;0;0;1;2;1;2;0;4;6;0;0;0;0;0;2;0;0;0;1;0;0;2;0;1;0;0;0;0;1;5;0;0;1;0;0;0;1;1;0;2;7;0;1;0;0;2;2;28;6;15;8;0;4;1;8;13;8;0;0;0
ASV_769;1;2;0;0;0;0;0;0;0;2;0;2;4;0;0;18;35;7;0;0;4;0;0;0;0;2;0;2;0;0;53;0;3;0;0;0;1;0;1;0;0;1;0;0;0;2;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV_770;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;1;1;1;0;0;0;0;1;4;1;0;0;0;4;3;0;1;1;1;21;8;6;0;1;1;0;0;0;4;13;7;8;3;5;9;7;22;0;0;0
ASV_771;0;0;2;0;0;0;0;1;1;0;0;0;1;0;0;0;1;2;0;0;0;0;1;0;1;0;0;1;0;0;1;1;0;3;0;1;1;0;0;3;0;5;0;1;0;2;2;11;0;0;0;1;3;3;2;6;4;3;3;2;2;1;1;0;1;5;6;14;4;16;8;6;1;1;2;1;2;3;0;0;0
ASV_772;2;0;2;0;0;0;1;0;2;0;0;0;0;0;0;4;2;3;0;0;1;1;0;0;1;1;2;1;2;0;1;4;5;0;0;2;11;6;2;1;11;8;0;0;1;2;2;2;1;2;6;0;0;0;8;7;2;0;0;0;1;1;4;1;3;2;0;1;0;2;18;1;0;0;0;0;0;0;0;0;0
ASV_773;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;2;1;6;2;4;1;0;0;2;1;2;18;16;14;9;17;0;6;0;1;0;1;1;1;1;8;3;0;2;2;8;1;1;0;1;0;0;1;1;0;1;0;0;0;0;0;1;1;2;0;0;0
ASV_774;0;0;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;3;0;0;0;0;0;0;0;0;3;2;6;0;0;0;0;0;0;0;0;0;0;9;1;38;2;1;0;24;8;36;0;0;0
ASV_775;0;0;0;0;1;2;1;0;0;0;0;2;0;0;0;0;0;0;0;0;1;4;12;9;0;0;0;3;2;5;0;1;1;3;2;0;13;9;9;0;5;16;2;1;2;0;2;1;5;3;1;0;1;0;6;3;0;2;1;3;0;2;1;2;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0
ASV_776;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;10;0;0;0;0;4;0;1;0;7;6;2;2;0;0;0;0;1;0;0;1;2;1;5;0;0;0;11;0;0;0;0;1;8;5;3;27;18;8;0;0;0;1;4;2;2;2;0;1;2;1;0;0;0
ASV_777;8;8;1;0;0;1;0;0;0;44;18;4;29;10;8;0;0;0;0;0;0;0;0;0;2;0;2;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
ASV_778;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;0;5;1;0;1;1;0;0;0;0;0;0;1;0;4;4;1;5;2;0;1;0;0;0;0;3;7;6;7;4;10;8;45;19;0;0;0
ASV_779;1;4;53;0;0;4;0;0;0;0;0;0;1;0;0;3;0;0;0;0;1;2;0;1;3;13;8;0;0;0;2;0;1;1;0;0;0;0;0;3;1;0;0;1;0;1;0;0;1;0;1;0;3;11;0;1;1;0;0;0;0;2;0;2;2;2;0;1;0;0;3;0;0;2;2;0;3;0;0;0;0
ASV_780;1;3;3;0;0;1;0;0;0;0;1;2;3;5;4;7;2;5;0;0;0;0;0;0;0;0;3;0;5;6;8;0;2;1;0;0;0;0;0;0;0;0;0;2;3;8;1;16;6;3;6;0;0;0;0;3;0;5;5;4;1;1;1;0;0;0;0;4;3;0;1;0;2;1;1;1;0;1;0;0;0
ASV_781;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;15;20;13;0;0;0;0;0;0;1;0;0;1;1;2;1;0;0;0;0;0;0;1;1;8;15;13;0;0;3;14;10;20;0;0;0
ASV_782;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;2;0;0;1;0;0;0;0;13;3;4;2;7;0;0;0;0;1;1;1;0;0;1;9;14;10;0;0;0;0;0;0;3;26;3;1;8;7;5;7;6;0;0;0
ASV_783;0;4;1;1;0;3;0;0;0;0;0;7;11;3;3;4;9;13;2;0;1;0;0;0;1;7;1;8;1;8;0;1;0;0;0;2;0;0;0;0;3;0;5;3;3;2;5;9;0;0;1;0;0;0;0;2;2;0;0;1;2;0;0;1;0;2;0;0;0;0;2;0;3;3;0;0;0;1;0;0;0
ASV_784;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;1;3;0;2;0;7;13;12;2;1;5;1;0;0;5;3;0;0;3;8;6;4;2;0;0;7;1;0;0;8;16;8;2;0;2;6;3;5;0;0;0
ASV_785;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;5;24;0;0;0;0;0;0;9;29;1;1;0;2;8;30;8;0;0;0
ASV_786;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;128;2;0;0;0
ASV_787;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;4;33;2;0;1;1;2;2;1;0;0;1;3;4;0;3;1;7;0;0;0;1;0;0;2;3;0;10;6;1;3;4;3;5;3;1;0;1;1;0;1;16;4;0;1;0;0;0;0;0;1;1;2;2;0;0;1;0;0;0;0;0;0;0;0;0
ASV_788;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2;5;1;0;0;0;0;0;1;0;0;0;0;0;1;4;4;2;12;4;9;3;5;0;0;0;6;5;5;0;0;0;5;12;1;12;4;10;0;0;0;1;1;0;0;0;0;1;6;2;0;0;0;1;6;2;0;0;0
ASV_789;1;6;1;1;0;2;1;0;0;5;3;9;34;19;28;0;1;1;2;1;1;0;0;0;1;0;0;1;1;1;1;1;4;1;0;0;2;0;0;0;0;0;1;0;0;0;0;0;1;0;1;2;2;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
ASV_790;0;1;4;0;0;0;0;1;0;1;5;0;12;0;0;2;9;6;1;0;1;1;7;1;1;1;1;4;0;1;2;0;0;0;2;0;0;0;0;1;2;4;9;0;2;4;3;4;2;1;0;1;0;0;1;20;3;3;0;3;1;0;0;0;0;2;0;0;0;0;6;1;0;0;0;0;0;3;0;0;0
ASV_791;0;1;2;0;0;0;0;0;0;0;1;1;0;0;0;0;7;4;1;1;0;1;2;0;0;0;0;0;4;1;7;0;10;0;0;0;0;0;1;0;4;10;1;0;1;1;0;1;0;0;2;0;0;0;0;1;1;2;1;0;9;7;23;2;4;3;0;0;0;3;10;1;1;3;0;1;2;2;0;0;0
ASV_792;0;2;1;0;0;0;0;0;0;1;0;1;3;0;0;1;8;2;0;0;0;2;0;0;1;0;0;1;2;0;6;3;2;0;0;0;2;1;6;1;0;7;3;5;2;3;7;7;0;0;1;0;0;1;2;8;1;4;3;4;1;3;0;1;1;3;3;4;3;0;8;1;1;1;1;1;4;0;0;0;0
ASV_793;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;3;1;1;0;1;0;0;0;0;1;0;0;0;1;1;6;26;1;0;0;0;0;0;0;3;1;3;4;5;10;25;18;25;0;0;0
ASV_794;24;22;7;1;0;2;1;1;1;1;2;0;19;2;0;0;0;1;0;0;1;4;6;4;1;1;3;3;1;2;0;1;2;0;0;0;1;0;2;0;0;0;7;2;3;0;0;0;0;0;0;0;0;7;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
ASV_795;0;1;0;0;0;1;0;0;0;2;2;0;2;0;0;0;0;0;1;0;0;3;5;2;3;4;2;13;17;3;0;0;0;0;1;0;6;10;13;0;5;0;6;3;2;0;0;0;0;4;0;0;0;1;2;2;1;0;0;0;0;1;1;0;0;1;0;0;0;2;1;1;3;1;1;2;5;3;0;0;0
ASV_796;3;5;0;1;1;2;0;0;1;1;0;8;0;6;3;3;3;1;4;4;6;0;1;0;0;2;0;0;3;4;6;1;0;3;0;6;0;0;0;2;1;1;9;2;2;2;1;0;1;4;2;0;0;0;1;5;2;0;2;1;2;2;0;0;0;0;4;3;7;0;0;0;1;3;0;0;1;0;0;0;0
ASV_797;1;7;6;1;0;0;2;0;0;0;0;0;0;0;0;1;0;0;3;3;0;2;0;5;1;0;0;0;1;5;1;0;0;0;0;0;3;5;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0;2;0;2;0;0;3;4;3;0;0;0;0;0;0;2;16;4;5;3;11;4;17;11;0;0;0
ASV_798;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;1;4;1;2;1;0;0;0;0;0;2;7;9;0;0;2;1;2;1;1;0;1;7;2;1;1;1;1;1;0;0;0;1;0;9;17;1;1;0;0;0;1;1;29;6;6;1;0;0;1;4;0;1;0;0;1;1;1;0;0;0
ASV_799;0;1;1;0;0;0;0;0;0;1;0;0;0;0;1;0;3;1;0;0;0;0;0;1;1;0;0;1;0;1;0;1;0;0;0;1;0;1;0;1;0;1;2;0;1;14;30;45;1;3;3;0;0;0;2;1;0;2;1;1;2;0;0;2;0;0;1;0;1;3;1;1;1;2;1;0;0;0;0;0;0
ASV_800;0;0;8;0;1;0;0;0;0;0;0;0;0;0;4;0;1;2;0;0;0;1;1;1;0;3;0;0;0;0;1;1;1;4;1;0;0;0;0;2;0;0;0;1;2;3;2;1;5;2;2;0;1;1;2;43;1;13;8;7;0;0;2;0;0;2;1;0;0;1;1;0;1;1;0;1;0;1;0;0;0
ASV_801;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;28;20;10;0;0;0;1;0;0;4;5;1;0;0;2;2;0;0;0;0;0;0;2;0;9;5;9;0;3;1;7;8;17;0;0;0
